client,round,percentage,count
client_1784,0,tensor(0.1284),tensor(3760)
client_750,0,tensor(0.0713),tensor(2088)
client_615,0,tensor(0.1298),tensor(3800)
client_1181,0,tensor(0.0905),tensor(2651)
client_1198,0,tensor(0.1147),tensor(3360)
client_869,0,tensor(0.1180),tensor(3456)
client_875,0,tensor(0.1840),tensor(5388)
client_1199,0,tensor(0.1336),tensor(3912)
client_1920,0,tensor(0.1865),tensor(5462)
client_957,0,tensor(0.1184),tensor(3466)
client_914,0,tensor(0.1548),tensor(4532)
client_1123,0,tensor(0.1149),tensor(3364)
client_2003,0,tensor(0.5520),tensor(16164)
client_690,0,tensor(0.0713),tensor(2088)
client_2050,0,tensor(0.1190),tensor(3485)
client_2294,0,tensor(0.1456),tensor(4264)
client_2041,0,tensor(0.1488),tensor(4357)
client_1347,0,tensor(0.1673),tensor(4900)
client_1792,0,tensor(0.0603),tensor(1765)
client_1215,0,tensor(0.1704),tensor(4989)
client_995,0,tensor(0.4769),tensor(13965)
client_44,0,tensor(0.0516),tensor(1512)
client_1837,0,tensor(0.1176),tensor(3444)
client_442,0,tensor(0.0671),tensor(1966)
client_1695,0,tensor(0.6186),tensor(18114)
client_126,0,tensor(0.1338),tensor(3919)
client_2083,0,tensor(0.1507),tensor(4412)
client_211,0,tensor(0.0888),tensor(2601)
client_775,0,tensor(0.1129),tensor(3306)
client_459,0,tensor(0.1240),tensor(3632)
client_698,0,tensor(0.0981),tensor(2874)
client_1425,0,tensor(0.0903),tensor(2644)
client_1491,0,tensor(0.1668),tensor(4885)
client_2335,0,tensor(0.1057),tensor(3096)
client_931,0,tensor(0.1231),tensor(3604)
client_982,0,tensor(0.1324),tensor(3878)
client_1840,0,tensor(0.1508),tensor(4417)
