client,round,percentage,count
client_1529,121,tensor(0.0021),tensor(2171)
client_442,121,tensor(0.0017),tensor(1737)
client_1267,121,tensor(0.0017),tensor(1818)
client_1916,121,tensor(0.0035),tensor(3681)
client_1255,121,tensor(0.0014),tensor(1482)
client_1854,121,tensor(0.0011),tensor(1108)
client_3163,121,tensor(0.0020),tensor(2104)
client_3069,121,tensor(0.0023),tensor(2427)
client_2498,121,tensor(0.0016),tensor(1689)
client_1766,121,tensor(0.0023),tensor(2421)
client_1837,121,tensor(0.0015),tensor(1576)
client_228,121,tensor(0.0039),tensor(4048)
client_1675,121,tensor(0.0012),tensor(1215)
client_2199,121,tensor(0.0036),tensor(3781)
client_1595,121,tensor(0.0014),tensor(1482)
client_1516,121,tensor(0.0023),tensor(2417)
client_895,121,tensor(0.0027),tensor(2797)
client_2193,121,tensor(0.0026),tensor(2770)
client_3028,121,tensor(0.0025),tensor(2624)
client_3079,121,tensor(0.0035),tensor(3717)
client_3287,121,tensor(0.0032),tensor(3322)
client_684,121,tensor(0.0035),tensor(3620)
client_3332,121,tensor(0.0012),tensor(1265)
client_2821,121,tensor(0.0017),tensor(1775)
client_2073,121,tensor(0.0018),tensor(1871)
client_1900,121,tensor(0.0023),tensor(2416)
client_750,121,tensor(0.0017),tensor(1826)
client_1126,121,tensor(0.0012),tensor(1298)
client_1305,121,tensor(0.0011),tensor(1202)
client_393,121,tensor(0.0031),tensor(3244)
client_1263,121,tensor(0.0016),tensor(1694)
client_201,121,tensor(0.0020),tensor(2109)
client_1499,121,tensor(0.0013),tensor(1360)
client_3108,121,tensor(0.0020),tensor(2093)
client_933,121,tensor(0.0007),tensor(699)
client_2693,121,tensor(0.0019),tensor(1941)
client_3207,121,tensor(0.0021),tensor(2172)
client_1869,121,tensor(0.0028),tensor(2967)
client_1921,121,tensor(0.0011),tensor(1152)
client_1478,121,tensor(0.0030),tensor(3147)
client_2229,121,tensor(0.0012),tensor(1307)
client_418,121,tensor(0.0033),tensor(3512)
client_1173,121,tensor(0.0023),tensor(2398)
client_857,121,tensor(0.0027),tensor(2819)
client_3339,121,tensor(0.0021),tensor(2202)
client_577,121,tensor(0.0020),tensor(2146)
client_298,121,tensor(0.0017),tensor(1755)
client_594,121,tensor(0.0032),tensor(3380)
client_2847,121,tensor(0.0013),tensor(1367)
client_2325,121,tensor(0.0016),tensor(1680)
client_406,121,tensor(0.0025),tensor(2577)
